ID: 1 | Texto: Luiz Carlos Pauli você trabalha com venda da tabaco / cigarro? | Engajamento: 0 | Link: https://www.facebook.com/674895748003916/posts/1170548981771921
"ID: 12 | Texto: Júlio Cesar Cabral Muito querido, desculpe-me por esta maneira de entrar em contato com você. Eu sou um grande chefe de vodu vivendo na África. Sou conhecido pela excelência do meu trabalho e dos meus dons hereditários desde o nascimento. Com meus 30 anos de experiência, os resultados são eficazes e muito rápidos (4 dias). Todos os problemas que parecem desesperados para sua vida diária, familiar ou profissional serão resolvidos. Proteção de seu negócio ou cargo, sucesso em seus negócios ou atividades. Praia do medo, poder sexual, álcool e abandono de cigarro. Se sua esposa ou marido; seu namorado ou namorada se afastar de você para se divorciar, ele ou ela voltará dentro de 4 dias garantidos graças ao poder de Vodoun, obrigado do fundo do meu coração e, se estiver interessado, entre em contato. | Engajamento: 0 | Link: https://www.facebook.com/601601675334208/posts/1166207312206972"
"ID: 13 | Texto: Marcelo Moreira Lima Muito querido, desculpe-me por esta maneira de entrar em contato com você. Eu sou um grande chefe de vodu vivendo na África. Sou conhecido pela excelência do meu trabalho e dos meus dons hereditários desde o nascimento. Com meus 30 anos de experiência, os resultados são eficazes e muito rápidos (4 dias). Todos os problemas que parecem desesperados para sua vida diária, familiar ou profissional serão resolvidos. Proteção de seu negócio ou cargo, sucesso em seus negócios ou atividades. Praia do medo, poder sexual, álcool e abandono de cigarro. Se sua esposa ou marido; seu namorado ou namorada se afastar de você para se divorciar, ele ou ela voltará dentro de 4 dias garantidos graças ao poder de Vodoun, obrigado do fundo do meu coração e, se estiver interessado, entre em contato. | Engajamento: 0 | Link: https://www.facebook.com/601601675334208/posts/1166207312206972"
"ID: 14 | Texto: Robson Ferreira Cantarella Muito querido, desculpe-me por esta maneira de entrar em contato com você. Eu sou um grande chefe de vodu vivendo na África. Sou conhecido pela excelência do meu trabalho e dos meus dons hereditários desde o nascimento. Com meus 30 anos de experiência, os resultados são eficazes e muito rápidos (4 dias). Todos os problemas que parecem desesperados para sua vida diária, familiar ou profissional serão resolvidos. Proteção de seu negócio ou cargo, sucesso em seus negócios ou atividades. Praia do medo, poder sexual, álcool e abandono de cigarro. Se sua esposa ou marido; seu namorado ou namorada se afastar de você para se divorciar, ele ou ela voltará dentro de 4 dias garantidos graças ao poder de Vodoun, obrigado do fundo do meu coração e, se estiver interessado, entre em contato. | Engajamento: 0 | Link: https://www.facebook.com/601601675334208/posts/1166207312206972"
"ID: 15 | Texto: Márcio Martins Muito querido, desculpe-me por esta maneira de entrar em contato com você. Eu sou um grande chefe de vodu vivendo na África. Sou conhecido pela excelência do meu trabalho e dos meus dons hereditários desde o nascimento. Com meus 30 anos de experiência, os resultados são eficazes e muito rápidos (4 dias). Todos os problemas que parecem desesperados para sua vida diária, familiar ou profissional serão resolvidos. Proteção de seu negócio ou cargo, sucesso em seus negócios ou atividades. Praia do medo, poder sexual, álcool e abandono de cigarro. Se sua esposa ou marido; seu namorado ou namorada se afastar de você para se divorciar, ele ou ela voltará dentro de 4 dias garantidos graças ao poder de Vodoun, obrigado do fundo do meu coração e, se estiver interessado, entre em contato. | Engajamento: 0 | Link: https://www.facebook.com/601601675334208/posts/1166207312206972"
"ID: 16 | Texto: Isair Fanfa Muito querido, desculpe-me por esta maneira de entrar em contato com você. Eu sou um grande chefe de vodu vivendo na África. Sou conhecido pela excelência do meu trabalho e dos meus dons hereditários desde o nascimento. Com meus 30 anos de experiência, os resultados são eficazes e muito rápidos (4 dias). Todos os problemas que parecem desesperados para sua vida diária, familiar ou profissional serão resolvidos. Proteção de seu negócio ou cargo, sucesso em seus negócios ou atividades. Praia do medo, poder sexual, álcool e abandono de cigarro. Se sua esposa ou marido; seu namorado ou namorada se afastar de você para se divorciar, ele ou ela voltará dentro de 4 dias garantidos graças ao poder de Vodoun, obrigado do fundo do meu coração e, se estiver interessado, entre em contato. | Engajamento: 0 | Link: https://www.facebook.com/601601675334208/posts/1166207312206972"
"ID: 17 | Texto: Giovane Vale Muito querido, desculpe-me por esta maneira de entrar em contato com você. Eu sou um grande chefe de vodu vivendo na África. Sou conhecido pela excelência do meu trabalho e dos meus dons hereditários desde o nascimento. Com meus 30 anos de experiência, os resultados são eficazes e muito rápidos (4 dias). Todos os problemas que parecem desesperados para sua vida diária, familiar ou profissional serão resolvidos. Proteção de seu negócio ou cargo, sucesso em seus negócios ou atividades. Praia do medo, poder sexual, álcool e abandono de cigarro. Se sua esposa ou marido; seu namorado ou namorada se afastar de você para se divorciar, ele ou ela voltará dentro de 4 dias garantidos graças ao poder de Vodoun, obrigado do fundo do meu coração e, se estiver interessado, entre em contato. | Engajamento: 0 | Link: https://www.facebook.com/601601675334208/posts/1166207312206972"
"ID: 18 | Texto: Antonio S Santos Souza Santos Muito querido, desculpe-me por esta maneira de entrar em contato com você. Eu sou um grande chefe de vodu vivendo na África. Sou conhecido pela excelência do meu trabalho e dos meus dons hereditários desde o nascimento. Com meus 30 anos de experiência, os resultados são eficazes e muito rápidos (4 dias). Todos os problemas que parecem desesperados para sua vida diária, familiar ou profissional serão resolvidos. Proteção de seu negócio ou cargo, sucesso em seus negócios ou atividades. Praia do medo, poder sexual, álcool e abandono de cigarro. Se sua esposa ou marido; seu namorado ou namorada se afastar de você para se divorciar, ele ou ela voltará dentro de 4 dias garantidos graças ao poder de Vodoun, obrigado do fundo do meu coração e, se estiver interessado, entre em contato. | Engajamento: 0 | Link: https://www.facebook.com/601601675334208/posts/1166207312206972"
"ID: 19 | Texto: Jocimar Kuhn Muito querido, desculpe-me por esta maneira de entrar em contato com você. Eu sou um grande chefe de vodu vivendo na África. Sou conhecido pela excelência do meu trabalho e dos meus dons hereditários desde o nascimento. Com meus 30 anos de experiência, os resultados são eficazes e muito rápidos (4 dias). Todos os problemas que parecem desesperados para sua vida diária, familiar ou profissional serão resolvidos. Proteção de seu negócio ou cargo, sucesso em seus negócios ou atividades. Praia do medo, poder sexual, álcool e abandono de cigarro. Se sua esposa ou marido; seu namorado ou namorada se afastar de você para se divorciar, ele ou ela voltará dentro de 4 dias garantidos graças ao poder de Vodoun, obrigado do fundo do meu coração e, se estiver interessado, entre em contato. | Engajamento: 0 | Link: https://www.facebook.com/601601675334208/posts/1166207312206972"
"ID: 20 | Texto: Milton Prezoti Muito querido, desculpe-me por esta maneira de entrar em contato com você. Eu sou um grande chefe de vodu vivendo na África. Sou conhecido pela excelência do meu trabalho e dos meus dons hereditários desde o nascimento. Com meus 30 anos de experiência, os resultados são eficazes e muito rápidos (4 dias). Todos os problemas que parecem desesperados para sua vida diária, familiar ou profissional serão resolvidos. Proteção de seu negócio ou cargo, sucesso em seus negócios ou atividades. Praia do medo, poder sexual, álcool e abandono de cigarro. Se sua esposa ou marido; seu namorado ou namorada se afastar de você para se divorciar, ele ou ela voltará dentro de 4 dias garantidos graças ao poder de Vodoun, obrigado do fundo do meu coração e, se estiver interessado, entre em contato. | Engajamento: 0 | Link: https://www.facebook.com/601601675334208/posts/1166207312206972"
"ID: 21 | Texto: Val Fagundes Silva Muito querido, desculpe-me por esta maneira de entrar em contato com você. Eu sou um grande chefe de vodu vivendo na África. Sou conhecido pela excelência do meu trabalho e dos meus dons hereditários desde o nascimento. Com meus 30 anos de experiência, os resultados são eficazes e muito rápidos (4 dias). Todos os problemas que parecem desesperados para sua vida diária, familiar ou profissional serão resolvidos. Proteção de seu negócio ou cargo, sucesso em seus negócios ou atividades. Praia do medo, poder sexual, álcool e abandono de cigarro. Se sua esposa ou marido; seu namorado ou namorada se afastar de você para se divorciar, ele ou ela voltará dentro de 4 dias garantidos graças ao poder de Vodoun, obrigado do fundo do meu coração e, se estiver interessado, entre em contato. | Engajamento: 0 | Link: https://www.facebook.com/601601675334208/posts/1166207312206972"
"ID: 22 | Texto: Zula Medeiros Muito querido, desculpe-me por esta maneira de entrar em contato com você. Eu sou um grande chefe de vodu vivendo na África. Sou conhecido pela excelência do meu trabalho e dos meus dons hereditários desde o nascimento. Com meus 30 anos de experiência, os resultados são eficazes e muito rápidos (4 dias). Todos os problemas que parecem desesperados para sua vida diária, familiar ou profissional serão resolvidos. Proteção de seu negócio ou cargo, sucesso em seus negócios ou atividades. Praia do medo, poder sexual, álcool e abandono de cigarro. Se sua esposa ou marido; seu namorado ou namorada se afastar de você para se divorciar, ele ou ela voltará dentro de 4 dias garantidos graças ao poder de Vodoun, obrigado do fundo do meu coração e, se estiver interessado, entre em contato. | Engajamento: 0 | Link: https://www.facebook.com/601601675334208/posts/1166207312206972"
"ID: 23 | Texto: Rogerio Xavier Spengler Muito querido, desculpe-me por esta maneira de entrar em contato com você. Eu sou um grande chefe de vodu vivendo na África. Sou conhecido pela excelência do meu trabalho e dos meus dons hereditários desde o nascimento. Com meus 30 anos de experiência, os resultados são eficazes e muito rápidos (4 dias). Todos os problemas que parecem desesperados para sua vida diária, familiar ou profissional serão resolvidos. Proteção de seu negócio ou cargo, sucesso em seus negócios ou atividades. Praia do medo, poder sexual, álcool e abandono de cigarro. Se sua esposa ou marido; seu namorado ou namorada se afastar de você para se divorciar, ele ou ela voltará dentro de 4 dias garantidos graças ao poder de Vodoun, obrigado do fundo do meu coração e, se estiver interessado, entre em contato. | Engajamento: 0 | Link: https://www.facebook.com/601601675334208/posts/1166207312206972"
"ID: 24 | Texto: Fernandao Almeida Muito querido, desculpe-me por esta maneira de entrar em contato com você. Eu sou um grande chefe de vodu vivendo na África. Sou conhecido pela excelência do meu trabalho e dos meus dons hereditários desde o nascimento. Com meus 30 anos de experiência, os resultados são eficazes e muito rápidos (4 dias). Todos os problemas que parecem desesperados para sua vida diária, familiar ou profissional serão resolvidos. Proteção de seu negócio ou cargo, sucesso em seus negócios ou atividades. Praia do medo, poder sexual, álcool e abandono de cigarro. Se sua esposa ou marido; seu namorado ou namorada se afastar de você para se divorciar, ele ou ela voltará dentro de 4 dias garantidos graças ao poder de Vodoun, obrigado do fundo do meu coração e, se estiver interessado, entre em contato. | Engajamento: 0 | Link: https://www.facebook.com/601601675334208/posts/1166207312206972"
"ID: 25 | Texto: Reginaldo Silva Silva Muito querido, desculpe-me por esta maneira de entrar em contato com você. Eu sou um grande chefe de vodu vivendo na África. Sou conhecido pela excelência do meu trabalho e dos meus dons hereditários desde o nascimento. Com meus 30 anos de experiência, os resultados são eficazes e muito rápidos (4 dias). Todos os problemas que parecem desesperados para sua vida diária, familiar ou profissional serão resolvidos. Proteção de seu negócio ou cargo, sucesso em seus negócios ou atividades. Praia do medo, poder sexual, álcool e abandono de cigarro. Se sua esposa ou marido; seu namorado ou namorada se afastar de você para se divorciar, ele ou ela voltará dentro de 4 dias garantidos graças ao poder de Vodoun, obrigado do fundo do meu coração e, se estiver interessado, entre em contato. | Engajamento: 0 | Link: https://www.facebook.com/601601675334208/posts/1166207312206972"
"ID: 26 | Texto: Airton Antunes Ferreira Muito querido, desculpe-me por esta maneira de entrar em contato com você. Eu sou um grande chefe de vodu vivendo na África. Sou conhecido pela excelência do meu trabalho e dos meus dons hereditários desde o nascimento. Com meus 30 anos de experiência, os resultados são eficazes e muito rápidos (4 dias). Todos os problemas que parecem desesperados para sua vida diária, familiar ou profissional serão resolvidos. Proteção de seu negócio ou cargo, sucesso em seus negócios ou atividades. Praia do medo, poder sexual, álcool e abandono de cigarro. Se sua esposa ou marido; seu namorado ou namorada se afastar de você para se divorciar, ele ou ela voltará dentro de 4 dias garantidos graças ao poder de Vodoun, obrigado do fundo do meu coração e, se estiver interessado, entre em contato. | Engajamento: 0 | Link: https://www.facebook.com/601601675334208/posts/1166207312206972"
"ID: 27 | Texto: Joao Luis Ponce Muito querido, desculpe-me por esta maneira de entrar em contato com você. Eu sou um grande chefe de vodu vivendo na África. Sou conhecido pela excelência do meu trabalho e dos meus dons hereditários desde o nascimento. Com meus 30 anos de experiência, os resultados são eficazes e muito rápidos (4 dias). Todos os problemas que parecem desesperados para sua vida diária, familiar ou profissional serão resolvidos. Proteção de seu negócio ou cargo, sucesso em seus negócios ou atividades. Praia do medo, poder sexual, álcool e abandono de cigarro. Se sua esposa ou marido; seu namorado ou namorada se afastar de você para se divorciar, ele ou ela voltará dentro de 4 dias garantidos graças ao poder de Vodoun, obrigado do fundo do meu coração e, se estiver interessado, entre em contato. | Engajamento: 0 | Link: https://www.facebook.com/601601675334208/posts/1166207312206972"
"ID: 28 | Texto: Ricardo Vinha Muito querido, desculpe-me por esta maneira de entrar em contato com você. Eu sou um grande chefe de vodu vivendo na África. Sou conhecido pela excelência do meu trabalho e dos meus dons hereditários desde o nascimento. Com meus 30 anos de experiência, os resultados são eficazes e muito rápidos (4 dias). Todos os problemas que parecem desesperados para sua vida diária, familiar ou profissional serão resolvidos. Proteção de seu negócio ou cargo, sucesso em seus negócios ou atividades. Praia do medo, poder sexual, álcool e abandono de cigarro. Se sua esposa ou marido; seu namorado ou namorada se afastar de você para se divorciar, ele ou ela voltará dentro de 4 dias garantidos graças ao poder de Vodoun, obrigado do fundo do meu coração e, se estiver interessado, entre em contato. | Engajamento: 0 | Link: https://www.facebook.com/601601675334208/posts/1166207312206972"
ID: 29 | Texto: Hiruuuuu. Safoneiro cara de tabaco vai fazer o maior São João do forró lá no Aníbal Bruno. Eu fiquei tão triste naquele são João SQN. KKKKKKKK FUMOOOOOO | Engajamento: 0 | Link: https://www.facebook.com/633460998822904/posts/1153877320114600
ID: 30 | Texto: Amiga vc merece um cigarro melhor... | Engajamento: 0 | Link: https://bsky.app/profile/santino.bsky.social/post/3lrivc5r5422t
"ID: 31 | Texto: Roberto Seixas Santos Muito querido, desculpe-me por esta maneira de entrar em contato com você. Eu sou um grande chefe de vodu vivendo na África. Sou conhecido pela excelência do meu trabalho e dos meus dons hereditários desde o nascimento. Com meus 30 anos de experiência, os resultados são eficazes e muito rápidos (4 dias). Todos os problemas que parecem desesperados para sua vida diária, familiar ou profissional serão resolvidos. Proteção de seu negócio ou cargo, sucesso em seus negócios ou atividades. Praia do medo, poder sexual, álcool e abandono de cigarro. Se sua esposa ou marido; seu namorado ou namorada se afastar de você para se divorciar, ele ou ela voltará dentro de 4 dias garantidos graças ao poder de Vodoun, obrigado do fundo do meu coração e, se estiver interessado, entre em contato. | Engajamento: 0 | Link: https://www.facebook.com/533366224817179/posts/1323689452451515"
"ID: 32 | Texto: Dayse De Araújo aquele caso foi muito diferente. O avião caiu por conta de um incêndio no banheiro traseiro, causado por um cigarro aceso no lixo. O rapaz está ao lado do banheiro e foi o primeiro a notar a fumaça. Ele levantou e correu em direção aos comissários que estavam mais à frente. O fogo se alastrou rápido e todos acabaram perdendo a consciência por inalar fumaça, mas o rapaz era o único que não estava sentado. Então ele desmaiou e caiu no corredor, ficando com o rosto colado ao chão. Como a fumaça sobe, ele ficou no único ponto respirável da cabine e sobreviveu. Mas não foi o único. Alguns comissários que estava na frente e os pilotos também sobreviveram, já que o problema todo foi na cauda | Engajamento: 0 | Link: https://www.facebook.com/807865424038399/posts/1256993619125575"
ID: 33 | Texto: As drogas tão fumando noeio de todo mundo bquet dirar cigarro | Engajamento: 0 | Link: https://www.facebook.com/388579479936779/videos/1217720670139259
ID: 34 | Texto: Hiruuuuu. Safoneiro cara de tabaco vai fazer o maior São João do forró lá no Aníbal Bruno. Eu fiquei tão triste naquele são João SQN. KKKKKKKK FUMOOOOOO | Engajamento: 0 | Link: https://www.facebook.com/512659303647501/posts/1242757243971033
"ID: 35 | Texto: ?? Pesquisa recente do Fórum Brasileiro de Segurança Pública (FBSP) revela a dimensão da economia do crime organizado no Brasil. As organizações criminosas estão se profissionalizando, aproveitando brechas legais, falhas de fiscalização e a lentidão no combate para investir em mercados formais de alto valor, como ouro, combustíveis, tabaco e bebidas. Segundo o estudo, apenas nessas áreas, o crime movimentou R$146,8 bilhões em 2022. Leia mais no jornalcapitalfederal.com.br, link na bio ?? IA #CrimeOrganizado #SegurançaPública #FlavioWerneck #EconomiaDoCrime #JustiçaEFiscalização #InvestimentoEmSegurança #CongressoNacional #MinistérioDaJustiça #BrasilUrgente #JornalCapitalFederal | Engajamento: 18 | Link: https://www.instagram.com/p/DK1xawlNDSY/"
"ID: 36 | Texto: Mãe, o cigarro e a bebida não te amam, eu sim... | Engajamento: 0 | Link: https://twitter.com/i/web/status/1933570032426234308"
ID: 37 | Texto: @casaemchamas_ Agora deixa a caixa de cigarro fumar oce | Engajamento: 0 | Link: https://twitter.com/i/web/status/1933569996518797385
"ID: 38 | Texto: sexta feira 13, se quiserem me assustar, tenho medo de tabaco bem bolado, copo de cachaça gelado, resenha com after, e uma branquinha do rabo grande | Engajamento: 0 | Link: https://twitter.com/i/web/status/1933569934920966441"
ID: 39 | Texto: @Joeell01 @soffygz sofi fumando vape?? | Engajamento: 0 | Link: https://twitter.com/i/web/status/1933569913647439914
"ID: 40 | Texto: nan moço, homem q prefere fumar pod e beber vodka do que cigarro e cachaça?? amigaaa ?? | Engajamento: 0 | Link: https://twitter.com/i/web/status/1933569885004849492"
ID: 41 | Texto: isso me deu vontade de fumar um cigarro | Engajamento: 0 | Link: https://twitter.com/i/web/status/1933569877467693226
"ID: 42 | Texto: não queria que vc acendesse meu cigarro, queria DIVIDIR um?? | Engajamento: 0 | Link: https://twitter.com/i/web/status/1933569839408291944"
ID: 43 | Texto: cigarro. | Engajamento: 0 | Link: https://twitter.com/i/web/status/1933569835083890787
"ID: 44 | Texto: @acamilamendonca Não sei que cigarro podre é esse que eles fumam, pq eu mesmo sou mt cheiroso | Engajamento: 0 | Link: https://twitter.com/i/web/status/1933569799830843522"
"ID: 45 | Texto: Imagina quando descobrirem que a maconha é mais letal para os pulmões q o cigarro https://twitter.com/FVKXU/status/1933291374599610614 ""maconha em 2025 é o equivalente ao monster em 2020 mas vcs não estão prontos pra essa conversa..... https://twitter.com/Misalaw_/status/1932777502612627596"" | Engajamento: 0 | Link: https://twitter.com/i/web/status/1933569744977752167"
"ID: 46 | Texto: Dois veios no fim da linha brigando ao vivo , fui ali comprar cigarro galera tava loca | Engajamento: 0 | Link: https://twitter.com/i/web/status/1933569717001990620"
ID: 47 | Texto: @rscmrl especifica fdp tambem odeio cigarro | Engajamento: 0 | Link: https://twitter.com/i/web/status/1933569652950462951
ID: 48 | Texto: fui comprar cigarro pro veio e os cara perguntou minha idade me senti jovem | Engajamento: 0 | Link: https://twitter.com/i/web/status/1933569655857205740
"ID: 49 | Texto: Ele acenando pro pessoal da fila e abanando a mão com cigarro quase na cara do segurança kkkkkkkkk https://twitter.com/marschives/status/1933567077899530645 ""?? Bruno Mars (in a classy burgundy suit ensemble and usual shades) was seen by fans as he arrives and enters his ‘The Pinky Ring’ lounge at the Bellagio (June 12th), recently. He also gives a little point and wave to the people in line. © JJSinCity1 https://x.com/marschives/status/1933567077899530645/video/1"" | Engajamento: 0 | Link: https://twitter.com/i/web/status/1933569632843026624"
"ID: 50 | Texto: Professora Marilina Bessa lança ‘Fumar tabaco, consumir Ipadu', neste sábado, na Valer Teatro https://ufam.edu.br/noticias/6755-professora-marilina-bessa-lanca-fumar-tabaco-consumir-ipadu-neste-sabado-na-valer-teatro.html | Engajamento: 0 | Link: https://www.facebook.com/626728066163701/posts/1130750552428114"
"ID: 51 | Texto: Um dos prazeres que tive na vida foi ter q Marilina como professora na graduação e parecerista de TCC. Ela é mt incrível!!! https://twitter.com/ufam_/status/1933569209033724295 ""Professora Marilina Bessa lança ‘Fumar tabaco, consumir Ipadu', neste sábado, na Valer Teatro https://ufam.edu.br/noticias/6755-professora-marilina-bessa-lanca-fumar-tabaco-consumir-ipadu-neste-sabado-na-valer-teatro.html https://x.com/UFAM_/status/1933569209033724295/photo/1"" | Engajamento: 0 | Link: https://twitter.com/i/web/status/1933569498595926274"
"ID: 52 | Texto: @Adrianoo_Costa Realmente são prisões diferentes, mas não são mesma polícia. A que prendeu o PZ, tem um histórico de negociar caminhão cheio de drogas e vender máquina de fabricação de cigarro, de dentro da delegacia. | Engajamento: 0 | Link: https://twitter.com/i/web/status/1933569409936994784"
